TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
226.75,907.0,,115.09100000000001,17.219,233.454,31.049,111.307,43.372,104.34700000000001,55.352,220.261,57.97,98.432,60.128,278.597,69.252,292.10200000000003,71.19,255.38,73.097,264.007,71.67399999999999,267.916,85.787,88.602,88.26899999999999,109.913,88.586,226.14,85.631,116.45,97.667,289.274,96.39200000000001,304.47700000000003,100.99700000000001,81.60300000000001,102.133,269.519,105.41,254.67,105.696,79.536,114.89,64.475,117.80799999999999,129.148,119.95100000000001,312.314,122.759,228.67700000000002,126.212,88.39200000000001,127.01,290.563,127.69,36.509,131.325,248.364,133.11700000000002,279.78700000000003,140.77,73.506,145.635,314.381,149.222,111.257,150.705,303.693,150.317,65.34100000000001,154.21,284.769,153.484,312.367,156.888,132.60299999999998,152.82299999999998,229.415,159.255,265.219,156.43,78.301,160.125,30.205,163.20600000000002,146.523,163.286,20.649,179.388,280.251,178.43599999999998,101.881,178.528,244.36,76.195,283.055,85.455,125.12799999999999,156.70600000000002,238.86700000000002,130.65200000000002,287.675,142.82
227.0,908.0,,115.14299999999999,17.281,233.524,30.936999999999998,111.359,43.207,104.458,55.479,220.237,57.946000000000005,98.46799999999999,60.086000000000006,278.654,69.26899999999999,292.14099999999996,71.12100000000001,255.34599999999998,73.218,264.089,71.71600000000001,267.88599999999997,85.787,88.571,88.31700000000001,109.89299999999999,88.581,226.06900000000002,85.49799999999999,116.415,97.698,289.222,96.45299999999999,304.482,101.012,81.611,102.02,269.70799999999997,105.256,254.705,105.706,79.62899999999999,114.971,64.462,117.867,129.128,119.92200000000001,312.36,122.792,228.572,126.243,88.36,127.01299999999999,291.093,127.7,36.586,131.268,248.34599999999998,133.085,279.737,140.766,73.555,145.787,314.454,149.234,111.23700000000001,150.749,303.748,150.27700000000002,65.354,154.20600000000002,284.644,153.565,312.409,156.86,132.616,152.847,229.44099999999997,159.186,265.193,156.414,78.347,160.16299999999998,30.131,163.279,146.35399999999998,163.517,20.759,179.637,280.278,178.419,101.913,178.495,244.352,76.209,282.952,85.691,125.2,156.763,238.947,130.85,287.672,142.799
227.25,909.0,,115.175,17.337,233.578,30.861,111.288,43.269,104.435,55.467,220.115,58.056000000000004,98.495,60.071999999999996,278.67,69.289,292.12,71.145,255.37,73.431,264.01099999999997,71.65100000000001,267.851,85.711,88.618,88.287,109.898,88.62100000000001,226.218,85.6,116.385,97.652,289.21,96.506,304.638,101.061,81.618,102.007,268.598,105.988,254.68400000000003,105.59700000000001,79.39,114.695,64.471,117.92299999999999,129.129,119.96,312.402,122.816,228.706,126.185,88.219,127.005,291.144,127.706,36.527,131.299,248.422,133.16899999999998,279.808,140.797,73.46,145.755,314.41700000000003,149.218,111.26700000000001,150.75799999999998,303.746,150.07399999999998,65.46,154.189,284.483,153.694,312.42400000000004,156.759,132.578,152.929,229.433,159.178,265.183,156.378,78.4,160.236,30.081,163.308,146.296,163.373,20.741999999999997,179.43200000000002,280.247,178.38099999999997,101.84100000000001,178.489,244.35,76.194,282.953,85.634,125.24,156.703,238.955,130.868,287.663,142.849
227.5,910.0,,115.152,17.239,233.546,30.787,111.25200000000001,43.39,104.40799999999999,55.48,220.023,57.995,98.45100000000001,60.086000000000006,278.754,69.301,292.107,71.207,255.389,73.556,264.048,71.632,267.883,85.72399999999999,88.71,88.368,109.84899999999999,88.61200000000001,226.02700000000002,85.42,116.279,97.85700000000001,289.26,96.512,304.66700000000003,101.046,81.583,102.02600000000001,269.71,105.34299999999999,255.0,106.0,79.862,115.074,64.454,117.895,129.097,119.929,312.35900000000004,122.844,228.715,126.184,88.179,127.053,291.04,127.704,36.619,131.244,248.37900000000002,133.24,279.861,140.769,73.49600000000001,145.591,314.449,149.135,111.251,150.77200000000002,303.76,150.187,65.207,154.17,284.553,153.599,312.473,156.674,132.613,152.934,229.445,159.221,265.189,156.399,78.44,160.308,30.138,163.382,146.17,163.559,20.728,179.429,280.267,178.389,101.863,178.416,244.332,76.253,283.027,85.755,125.257,156.602,239.0,131.009,287.77,142.88
227.75,911.0,,115.189,17.250999999999998,233.54,30.752,111.33200000000001,43.512,104.296,55.318000000000005,220.03900000000002,57.908,98.43,60.06100000000001,278.73900000000003,69.306,292.164,71.263,255.235,73.3,264.04400000000004,71.637,267.872,85.712,88.727,88.33,109.87799999999999,88.62799999999999,226.074,85.45299999999999,116.671,97.363,289.253,96.49799999999999,304.627,101.0,81.543,101.97399999999999,268.817,105.929,253.815,103.28200000000001,79.957,115.13,64.445,117.931,129.10299999999998,119.905,312.345,122.853,228.729,126.141,88.182,127.081,290.805,127.667,36.653,131.298,248.33900000000003,133.222,279.827,140.797,73.47399999999999,145.703,314.491,149.123,111.29700000000001,150.711,303.725,150.256,65.087,154.143,284.61400000000003,153.46200000000002,312.399,156.673,132.724,152.88299999999998,229.438,159.164,265.133,156.425,78.476,160.382,30.191,163.275,146.154,163.631,20.73,179.459,280.22900000000004,178.328,101.85600000000001,178.37,244.331,76.387,283.07099999999997,85.764,125.31700000000001,156.655,238.982,131.049,287.818,142.821
228.0,912.0,,115.147,17.142,233.60299999999998,30.75,111.37,43.567,104.29299999999999,55.357,220.014,57.943999999999996,98.45100000000001,60.135,278.743,69.285,292.27299999999997,71.15899999999999,255.22299999999998,73.391,263.97900000000004,71.575,267.89099999999996,85.678,88.699,88.34,109.85600000000001,88.589,225.92700000000002,85.265,116.402,97.664,289.22,96.505,304.608,101.064,81.47399999999999,102.152,268.33,106.17,254.373,104.807,80.002,115.18700000000001,64.46,117.965,129.07299999999998,119.98100000000001,312.315,122.87700000000001,228.602,126.18,88.334,127.03200000000001,291.014,127.69,36.64,131.363,248.372,133.319,279.825,140.845,73.524,145.674,314.485,149.142,111.277,150.678,303.755,150.205,65.093,154.138,284.639,153.38,312.42900000000003,156.72,132.654,152.935,229.454,159.1,265.155,156.408,78.491,160.313,30.151999999999997,163.408,146.236,163.64,20.904,179.30900000000003,280.21299999999997,178.31,101.896,178.34,244.299,76.39399999999999,283.228,85.421,125.302,156.64,238.87900000000002,131.04399999999998,287.899,142.945
228.25,913.0,,115.148,17.123,233.554,30.676,111.583,43.516999999999996,104.271,55.2,219.993,57.912,98.522,60.096000000000004,278.748,69.305,292.20799999999997,71.12100000000001,255.138,72.91199999999999,264.024,71.566,267.85400000000004,85.645,88.704,88.34,109.82700000000001,88.53,225.858,85.057,116.42200000000001,97.648,289.155,96.57799999999999,304.529,101.01700000000001,81.319,102.01,268.409,106.152,254.785,105.609,79.938,115.17399999999999,64.49,117.97200000000001,129.086,119.958,312.30400000000003,122.944,228.53099999999998,126.109,88.48700000000001,126.904,290.645,127.694,36.666,131.386,248.385,133.246,279.848,140.812,73.703,145.734,314.465,149.136,111.304,150.705,303.742,150.209,65.07300000000001,154.112,284.66200000000003,153.29399999999998,312.444,156.749,132.744,152.894,229.41099999999997,159.15,265.176,156.266,78.503,160.39600000000002,30.148000000000003,163.333,146.291,163.499,20.851999999999997,179.299,280.202,178.315,101.805,178.32,244.30200000000002,76.37100000000001,283.283,85.262,125.382,156.555,238.88,131.02200000000002,287.83299999999997,143.012
228.5,914.0,,115.171,17.037,233.636,30.651,111.568,43.605,104.285,55.071000000000005,220.003,58.023999999999994,98.587,60.074,278.778,69.295,292.212,71.124,255.084,72.82600000000001,264.092,71.547,267.86,85.63,88.675,88.315,109.84700000000001,88.509,225.93,85.07,116.726,97.398,289.13,96.566,304.685,101.072,81.358,102.223,268.526,106.089,254.75900000000001,105.641,80.00399999999999,115.134,64.432,118.01700000000001,129.14700000000002,119.994,312.32,122.93799999999999,228.398,126.0,88.506,126.837,290.82,127.694,36.661,131.388,248.41299999999998,133.24200000000002,279.847,140.83,73.78399999999999,145.761,314.423,149.186,111.36200000000001,150.775,303.798,150.19899999999998,65.013,154.08,284.834,153.329,312.363,156.85,132.778,152.882,229.39,159.143,265.16900000000004,156.238,78.516,160.361,30.107,163.459,146.368,163.503,20.899,179.34599999999998,280.185,178.301,101.823,178.312,244.283,76.28,283.116,85.381,125.384,156.612,238.83,131.043,287.877,143.16899999999998
228.75,915.0,,115.085,16.92,233.59400000000002,30.653000000000002,111.478,43.476000000000006,104.29799999999999,55.02,220.032,58.018,98.66799999999999,60.003,278.66200000000003,69.369,292.198,71.169,255.07299999999998,72.735,263.913,71.44800000000001,267.866,85.62100000000001,88.669,88.256,109.77600000000001,88.465,225.88400000000001,84.943,116.734,97.39,289.108,96.524,304.785,101.041,81.527,102.39,268.437,106.133,254.80900000000003,105.613,80.025,115.162,64.457,117.993,129.156,119.89299999999999,312.293,122.98899999999999,228.463,126.012,88.314,127.052,290.832,127.73899999999999,36.677,131.369,248.455,133.25,279.841,140.882,73.831,145.739,314.318,149.131,111.35799999999999,150.762,303.79200000000003,150.171,65.192,154.076,284.91200000000003,153.247,312.376,156.814,132.79,152.875,229.408,159.15200000000002,265.132,156.172,78.482,160.352,30.029,163.423,146.352,163.416,20.829,179.325,280.185,178.305,101.78399999999999,178.322,244.389,76.375,283.161,85.15299999999999,125.446,156.55100000000002,238.824,131.04,287.94,143.418
229.0,916.0,,115.17,16.883,233.622,30.619,111.43799999999999,43.446000000000005,104.264,54.966,219.937,58.035,98.624,60.035,278.671,69.38600000000001,292.246,71.155,255.13400000000001,72.916,263.925,71.473,267.82,85.579,88.652,88.23700000000001,109.76899999999999,88.43799999999999,225.72299999999998,84.772,116.759,97.419,289.112,96.47200000000001,304.916,100.963,81.565,102.53399999999999,268.381,106.23200000000001,254.852,105.79799999999999,79.945,115.131,64.544,117.891,129.17,119.916,312.3,123.04299999999999,228.541,125.962,88.352,126.90700000000001,290.82599999999996,127.74,36.65,131.418,248.517,133.246,279.828,140.886,73.792,145.815,314.32099999999997,149.093,111.279,150.819,303.798,150.088,64.77600000000001,154.07,284.79900000000004,153.279,312.365,156.817,132.734,152.876,229.388,159.136,265.108,156.227,78.434,160.257,30.122,163.313,146.256,163.502,20.875,179.322,280.176,178.303,101.601,178.38099999999997,244.33700000000002,76.293,283.189,85.1,125.383,156.504,238.903,131.18200000000002,287.88599999999997,143.2
229.25,917.0,,115.09299999999999,16.756,233.637,30.503,111.381,43.485,104.213,54.934,219.968,58.126999999999995,98.65299999999999,60.065,278.58799999999997,69.439,292.262,71.092,255.065,72.794,263.978,71.446,267.764,85.524,88.64200000000001,88.18299999999999,109.845,88.501,225.727,84.67200000000001,116.75200000000001,97.43700000000001,289.14,96.48899999999999,304.931,100.90700000000001,81.562,102.56200000000001,268.388,106.23200000000001,254.875,105.693,80.047,115.196,64.57,117.87299999999999,129.186,119.881,312.317,122.995,228.33900000000003,125.902,88.29,126.946,290.677,127.807,36.643,131.45,248.52599999999998,133.296,279.836,140.88299999999998,73.969,145.83,314.32,149.054,111.264,150.778,303.83299999999997,150.048,64.721,154.105,284.769,153.232,312.369,156.75799999999998,132.80100000000002,152.83100000000002,229.396,159.174,265.067,156.216,78.457,160.273,30.155,163.174,146.256,163.422,20.959,179.46,280.166,178.322,101.529,178.365,244.354,76.28,283.152,85.113,125.376,156.43200000000002,238.88400000000001,131.149,287.843,143.15
229.5,918.0,,115.134,16.727999999999998,233.65200000000002,30.473000000000003,111.404,43.474,104.24700000000001,54.906000000000006,219.958,58.068999999999996,98.62100000000001,60.088,278.53,69.372,292.272,71.19,255.09,72.867,263.974,71.453,267.82099999999997,85.51700000000001,88.698,88.22200000000001,109.89299999999999,88.514,225.648,84.58200000000001,116.74799999999999,97.31200000000001,289.068,96.564,304.976,100.90899999999999,81.48100000000001,102.50399999999999,268.579,106.09700000000001,255.05599999999998,105.92399999999999,80.152,115.302,64.46,117.98100000000001,129.214,119.91799999999999,312.182,123.06700000000001,228.53599999999997,125.84100000000001,88.428,126.85700000000001,290.45599999999996,127.82799999999999,36.628,131.386,248.49200000000002,133.292,279.925,141.029,74.01899999999999,145.861,314.316,149.016,111.404,150.743,303.845,149.977,64.756,154.09,284.875,153.23,312.423,156.69299999999998,132.80200000000002,152.839,229.40599999999998,159.154,265.032,156.172,78.487,160.315,30.15,163.407,146.273,163.316,20.836,179.37900000000002,280.157,178.266,101.59,178.364,244.273,76.214,283.22,84.896,125.40299999999999,156.452,238.86,131.179,287.967,143.239
229.75,919.0,,115.204,16.797,233.737,30.521,111.34200000000001,43.457,104.156,54.75899999999999,219.928,58.043,98.74600000000001,60.077,278.517,69.352,292.28700000000003,71.425,255.08700000000002,72.687,263.972,71.431,267.823,85.581,88.68,88.23100000000001,109.969,88.571,225.632,84.522,116.816,97.29799999999999,289.036,96.604,305.008,100.84899999999999,81.546,102.432,268.784,105.97200000000001,255.136,105.95,80.194,115.30799999999999,64.5,117.87200000000001,129.185,119.98200000000001,312.191,123.04299999999999,228.502,125.809,88.55799999999999,126.822,290.305,127.743,36.681999999999995,131.251,248.447,133.225,279.871,140.922,74.06,145.80100000000002,314.277,149.058,111.375,150.703,303.875,149.904,64.51,154.065,285.056,153.151,312.474,156.692,132.81,152.796,229.391,159.148,265.055,156.128,78.528,160.384,30.124000000000002,163.298,146.218,163.3,20.826,179.438,280.144,178.253,101.677,178.34900000000002,244.315,76.223,283.378,84.71,125.40899999999999,156.481,238.862,131.171,288.01599999999996,143.45
230.0,920.0,,115.31,16.708,233.74,30.566999999999997,111.225,43.391000000000005,104.10799999999999,54.698,219.831,57.998000000000005,98.626,60.144,278.497,69.342,292.32099999999997,71.249,255.12,72.785,264.061,71.45100000000001,267.857,85.566,88.728,88.25399999999999,109.93700000000001,88.527,225.791,84.581,116.891,97.28299999999999,289.02,96.70200000000001,305.056,100.70299999999999,81.502,102.40899999999999,268.757,106.03200000000001,254.888,105.79799999999999,80.292,115.351,64.47,117.891,129.137,120.03,312.23900000000003,123.051,228.36900000000003,125.669,88.595,126.853,290.056,127.729,36.607,131.234,248.385,133.232,279.89599999999996,140.947,73.98,145.748,314.241,148.97799999999998,111.368,150.727,303.844,149.851,64.456,154.055,285.005,153.066,312.504,156.696,132.776,152.855,229.38099999999997,159.114,265.003,156.118,78.425,160.317,30.04,163.477,146.086,163.335,20.741999999999997,179.53,280.138,178.226,101.65100000000001,178.28599999999997,244.235,76.146,283.307,85.025,125.39299999999999,156.405,238.84900000000002,131.17700000000002,288.129,143.661
230.25,921.0,,115.257,16.718,233.783,30.511,111.18,43.38,104.095,54.663000000000004,219.78400000000002,57.961999999999996,98.662,60.175,278.572,69.283,292.284,71.087,255.106,72.703,264.035,71.46600000000001,267.874,85.521,88.745,88.26299999999999,109.944,88.53299999999999,225.78799999999998,84.536,116.791,97.257,289.026,96.788,305.065,100.75399999999999,81.631,102.425,268.65,106.051,254.796,105.73100000000001,80.05199999999999,115.236,64.404,117.916,129.125,120.027,312.255,122.88,228.415,125.64,88.68299999999999,126.86,290.26099999999997,127.78299999999999,36.534,131.227,248.405,133.224,279.927,140.99,74.169,145.745,314.237,148.899,111.32700000000001,150.714,303.83099999999996,149.88299999999998,64.45,154.04399999999998,285.08099999999996,153.005,312.497,156.696,132.726,152.875,229.386,159.05200000000002,264.95099999999996,156.141,78.404,160.335,30.005,163.491,146.054,163.308,20.796999999999997,179.543,280.145,178.213,101.52600000000001,178.28599999999997,244.274,76.2,,,125.443,156.401,238.89,131.172,288.20099999999996,143.592
230.5,922.0,,115.245,16.689,233.824,30.436999999999998,111.133,43.291000000000004,104.085,54.668,219.701,58.082,98.745,60.141999999999996,278.556,69.328,292.298,70.999,255.106,72.758,263.922,71.454,267.883,85.449,88.73100000000001,88.208,109.979,88.57600000000001,225.713,84.522,116.845,97.195,288.969,96.78399999999999,305.214,100.819,81.71600000000001,102.57700000000001,268.682,106.069,254.895,105.759,79.78399999999999,115.117,64.29,117.96,129.188,119.90700000000001,312.337,122.90700000000001,228.46400000000003,125.67200000000001,88.70200000000001,126.87899999999999,290.702,127.814,36.571999999999996,131.17700000000002,248.40900000000002,133.262,279.926,140.952,74.1,145.762,314.247,149.023,111.304,150.786,303.889,149.861,64.377,154.019,285.188,153.039,312.524,156.732,132.787,152.812,229.393,159.036,265.02099999999996,155.988,78.342,160.41299999999998,30.016,163.274,146.125,163.155,20.793000000000003,179.68599999999998,280.18,178.169,101.46600000000001,178.297,244.16299999999998,76.165,283.665,84.75299999999999,125.477,156.368,238.91099999999997,131.215,288.14599999999996,143.588
230.75,923.0,,115.34899999999999,16.657,233.80700000000002,30.447,111.226,43.333999999999996,104.007,54.473,219.68200000000002,57.968,98.67399999999999,60.16,278.61,69.368,292.618,70.53699999999999,255.127,72.929,264.004,71.431,267.867,85.40899999999999,88.671,88.148,110.055,88.635,225.72099999999998,84.462,116.89399999999999,97.166,289.077,96.788,305.106,100.766,81.642,102.596,268.568,106.02799999999999,254.97099999999998,105.709,79.908,115.139,64.344,117.897,129.252,119.90799999999999,312.343,122.9,228.28599999999997,125.555,88.75200000000001,126.887,290.825,127.777,36.661,131.278,248.498,133.31799999999998,279.96,141.066,74.03,145.799,314.28,149.049,111.319,150.846,303.892,149.789,64.258,154.007,285.203,152.915,312.504,156.795,132.761,152.819,229.426,158.952,265.032,156.012,78.469,160.368,30.003,163.225,146.141,163.121,20.849,179.518,280.20099999999996,178.139,101.41,178.262,244.078,76.194,283.496,84.809,125.61399999999999,156.256,238.953,131.161,287.987,143.586
231.0,924.0,,115.417,16.577,233.899,30.383000000000003,111.041,43.333999999999996,104.079,54.45,219.671,57.958999999999996,98.676,60.153999999999996,278.622,69.258,292.811,70.366,255.169,73.01,264.05,71.488,267.834,85.34200000000001,88.667,88.139,110.10600000000001,88.652,225.69299999999998,84.41,116.87899999999999,97.177,289.027,96.851,305.036,100.565,81.736,102.66799999999999,268.631,106.00299999999999,254.951,105.71600000000001,79.837,115.14299999999999,64.387,117.95299999999999,129.173,119.87100000000001,312.358,122.993,228.37900000000002,125.389,88.84100000000001,126.867,291.01,127.834,36.736,131.328,248.535,133.342,279.931,141.047,74.233,145.791,314.3,149.04,111.318,150.834,303.941,149.869,64.554,153.947,285.21,152.858,312.512,156.81799999999998,132.815,152.761,229.46400000000003,159.024,265.024,155.975,78.436,160.434,29.95,163.494,146.097,163.16899999999998,20.995,179.612,280.228,178.143,101.323,178.298,244.09900000000002,76.32300000000001,283.572,84.681,125.652,156.222,238.965,131.184,287.926,143.464
